,image_id,og_image,image_path,ratio_category,label,entities
137,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_Kandinsky_2_2,409fb6aa7a58f7fc,p2p/OpenImages/SDv4/in_a_co-working_space.jpeg,bin3,fake,['aircraft']
138,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_Kandinsky_2_2,409fb6aa7a58f7fc,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,bin3,fake,['aircraft']
139,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_OpenJourney,409fb6aa7a58f7fc,p2p/OpenImages/SDv4/on_a_fall_foliage_day.jpeg,bin3,fake,['aircraft']
140,409fb6aa7a58f7fc_m0k5j_411c0b20_OpenImages_StableDiffusion_v4,409fb6aa7a58f7fc,p2p/OpenImages/SDv5/with_a_picture_of_a_gamer_winning_a_game_on_the_monitor.jpeg,bin5,fake,['aircraft']
141,279ca908e642fd7a_m01bl7v_2baaa389_OpenImages_StableDiffusion_v5,279ca908e642fd7a,p2p/OpenImages/OJ/motorcycle.jpeg,bin5,fake,"['boy', 'human mouth']"
142,279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_StableDiffusion_v5,279ca908e642fd7a,p2p/OpenImages/OJ/colorful.jpeg,bin2,fake,"['boy', 'human mouth']"
143,279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_OpenJourney,279ca908e642fd7a,p2p/OpenImages/SDv4/and_graceful.jpeg,bin2,fake,"['boy', 'human mouth']"
144,3d37a6b6be146c12_m03fwl_9798d876_OpenImages_StableDiffusion_XL,3d37a6b6be146c12,p2p/ADE20K/OJ/at_night_with_a_bright_moon_and_stars_in_the_sky.jpeg,bin1,fake,['goat']
145,3d37a6b6be146c12_m03fwl_29b9b44c_OpenImages_Kandinsky_2_2,3d37a6b6be146c12,p2p/OpenImages/SDv5/pickup_truck.jpeg,bin2,fake,['goat']
146,3d37a6b6be146c12_m03fwl_c2936328_OpenImages_Kandinsky_2_2,3d37a6b6be146c12,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin1,fake,['goat']
147,3d37a6b6be146c12_m03fwl_a0fbb0f8_OpenImages_OpenJourney,3d37a6b6be146c12,p2p/OpenImages/SDv4/under_a_rainbow.jpeg,bin1,fake,['goat']
148,3d37a6b6be146c12_m03fwl_a0fbb0f8_OpenImages_OpenJourney,3d37a6b6be146c12,p2p/OpenImages/SDv4/ice_cream.jpeg,bin1,fake,['goat']
149,3d37a6b6be146c12_m03fwl_55e995fb_OpenImages_StableDiffusion_v4,3d37a6b6be146c12,p2p/OpenImages/SDv5/bullhorn_with_a_floodlight.jpeg,bin1,fake,['goat']
150,3d37a6b6be146c12_m03fwl_4140911e_OpenImages_StableDiffusion_v5,3d37a6b6be146c12,p2p/OpenImages/OJ/bathed_in_sunset.jpeg,bin2,fake,['goat']
151,00812a688e387d43_m01bfm9_d7781747_OpenImages_StableDiffusion_v4,00812a688e387d43,p2p/OpenImages/SDv5/swimming_in.jpeg,bin4,fake,['shorts']
152,00812a688e387d43_m01bfm9_d7781747_OpenImages_StableDiffusion_v4,00812a688e387d43,p2p/OpenImages/SDv5/golf_cart_trail.jpeg,bin4,fake,['shorts']
153,00812a688e387d43_m01bfm9_d7781747_OpenImages_OpenJourney,00812a688e387d43,p2p/OpenImages/SDv4/natural.jpeg,bin4,fake,['shorts']
154,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4,26912ba548456bd8,"p2p/OpenImages/SDv5/women_++
.jpeg",bin5,fake,['skyscraper']
155,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4,26912ba548456bd8,p2p/OpenImages/SDv5/in_the_mountains.jpeg,bin5,fake,['skyscraper']
156,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_XL,26912ba548456bd8,p2p/ADE20K/OJ/on_a_rainy_day.jpeg,bin5,fake,['skyscraper']
157,c3eed75afb2a6e35_m07clx_d6fb66fc_OpenImages_StableDiffusion_XL,c3eed75afb2a6e35,p2p/ADE20K/OJ/at_night.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']"
158,c3eed75afb2a6e35_m02vqfm_e6d677ff_OpenImages_StableDiffusion_v5,c3eed75afb2a6e35,p2p/OpenImages/SDv5/stoic.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']"
159,c3eed75afb2a6e35_m03q5c7_1fb56a5b_OpenImages_StableDiffusion_v4,c3eed75afb2a6e35,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']"
160,c3eed75afb2a6e35_m02p5f1q_db2068cf_OpenImages_StableDiffusion_XL,c3eed75afb2a6e35,p2p/OpenImages/OJ/with_dirt_and_dust_present.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']"
161,c6d4685fc6df6d16_m07j87_3756aa05_OpenImages_StableDiffusion_XL,c6d4685fc6df6d16,p2p/ADE20K/OJ/quiet.jpeg,bin3,fake,['tomato']
162,c6d4685fc6df6d16_m07j87_e0dab977_OpenImages_Kandinsky_2_2,c6d4685fc6df6d16,p2p/OpenImages/SDv4/protestors.jpeg,bin4,fake,['tomato']
163,c6d4685fc6df6d16_m07j87_a699a844_OpenImages_StableDiffusion_v5,c6d4685fc6df6d16,p2p/OpenImages/SDv5/on.jpeg,bin3,fake,['tomato']
164,ceec94afe83824f8_m09728_0fff56df_OpenImages_StableDiffusion_XL,ceec94afe83824f8,p2p/ADE20K/OJ/on_a_hot_day.jpeg,bin5,fake,['bread']
165,ceec94afe83824f8_m09728_0fff56df_OpenImages_Kandinsky_2_2,ceec94afe83824f8,p2p/OpenImages/SDv5/parsley_sugar.jpeg,bin5,fake,['bread']
166,ceec94afe83824f8_m09728_805386e9_OpenImages_OpenJourney,ceec94afe83824f8,p2p/OpenImages/SDv4/trucks.jpeg,bin5,fake,['bread']
167,6d1bfe7adfaf407d_m01nkt_9b7e162d_OpenImages_StableDiffusion_XL,6d1bfe7adfaf407d,p2p/ADE20K/OJ/rustic.jpeg,bin4,fake,"['hamburger', 'cheese']"
168,6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_Kandinsky_2_2,6d1bfe7adfaf407d,p2p/OpenImages/SDv4/layer.jpeg,bin4,fake,"['hamburger', 'cheese']"
169,6d1bfe7adfaf407d_m0cdn1_5859eb46_OpenImages_Kandinsky_2_2,6d1bfe7adfaf407d,p2p/OpenImages/SDv5/guinea_pigs.jpeg,bin5,fake,"['hamburger', 'cheese']"
170,6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_OpenJourney,6d1bfe7adfaf407d,p2p/OpenImages/SDv4/a_dolphin_sighting.jpeg,bin4,fake,"['hamburger', 'cheese']"
171,ffa70a65bc910ea4_m026qbn5_4aa96570_OpenImages_OpenJourney,ffa70a65bc910ea4,p2p/OpenImages/SDv4/motivated.jpeg,bin5,fake,"['studio couch', 'couch']"
172,ffa70a65bc910ea4_m02crq1_60c36773_OpenImages_Kandinsky_2_2,ffa70a65bc910ea4,p2p/OpenImages/SDv5/mauve.jpeg,bin5,fake,"['studio couch', 'couch']"
173,ffa70a65bc910ea4_m02crq1_60c36773_OpenImages_OpenJourney,ffa70a65bc910ea4,p2p/OpenImages/SDv4/tournament.jpeg,bin5,fake,"['studio couch', 'couch']"
174,f9cf7cec793a2988_m0l515_80b648a7_OpenImages_OpenJourney,f9cf7cec793a2988,p2p/OpenImages/SDv4/in_a_botanical_garden.jpeg,bin4,fake,"['coffee (drink)', 'coffee cup', 'mug', 'sandwich']"
175,f9cf7cec793a2988_m0l515_80b648a7_OpenImages_Kandinsky_2_2,f9cf7cec793a2988,p2p/OpenImages/SDv4/illuminated_by_firelight.jpeg,bin4,fake,"['coffee (drink)', 'coffee cup', 'mug', 'sandwich']"
176,f9cf7cec793a2988_m02jvh9_1da3b372_OpenImages_StableDiffusion_v5,f9cf7cec793a2988,p2p/OpenImages/OJ/in_a_museum_with_famous_artwork_in_the_background.jpeg,bin4,fake,"['coffee (drink)', 'coffee cup', 'mug', 'sandwich']"
177,e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_v5,e1ddd4103569fbab,p2p/OpenImages/OJ/colorful.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'carnivore']"
178,e1ddd4103569fbab_m0gd36_640da9fb_OpenImages_StableDiffusion_XL,e1ddd4103569fbab,p2p/OpenImages/OJ/in_a_minimalist_studio.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'carnivore']"
179,e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_XL,e1ddd4103569fbab,p2p/OpenImages/OJ/grassy.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'carnivore']"
180,fb43156f7d0a6b94_m099ssp_138f28e6_OpenImages_OpenJourney,fb43156f7d0a6b94,p2p/OpenImages/SDv4/a_red_white.jpeg,bin3,fake,"['platter', 'oyster']"
181,fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_Kandinsky_2_2,fb43156f7d0a6b94,p2p/OpenImages/SDv4/with_a_rattan_placemat.jpeg,bin1,fake,"['platter', 'oyster']"
182,fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_v4,fb43156f7d0a6b94,p2p/OpenImages/SDv5/black.jpeg,bin1,fake,"['platter', 'oyster']"
183,fb43156f7d0a6b94_m0_cp5_cd842f8a_OpenImages_StableDiffusion_XL,fb43156f7d0a6b94,p2p/OpenImages/OJ/on_a_foggy_day.jpeg,bin1,fake,"['platter', 'oyster']"
184,fb43156f7d0a6b94_m0_cp5_93239736_OpenImages_StableDiffusion_v5,fb43156f7d0a6b94,p2p/OpenImages/SDv5/standing_in_the_rain.jpeg,bin2,fake,"['platter', 'oyster']"
185,fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_XL,fb43156f7d0a6b94,p2p/ADE20K/OJ/deserted_area.jpeg,bin1,fake,"['platter', 'oyster']"
186,fb43156f7d0a6b94_m0_cp5_1fcebcbc_OpenImages_StableDiffusion_XL,fb43156f7d0a6b94,p2p/OpenImages/OJ/on_a_rainy_day.jpeg,bin2,fake,"['platter', 'oyster']"
187,fb43156f7d0a6b94_m0_cp5_a4252e6a_OpenImages_StableDiffusion_XL,fb43156f7d0a6b94,p2p/ADE20K/OJ/pink.jpeg,bin2,fake,"['platter', 'oyster']"
188,fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_OpenJourney,fb43156f7d0a6b94,p2p/OpenImages/SDv4/morning_glories.jpeg,bin1,fake,"['platter', 'oyster']"
189,fb43156f7d0a6b94_m0_cp5_04b1990b_OpenImages_Kandinsky_2_2,fb43156f7d0a6b94,"p2p/OpenImages/SDv5/woman_++
.jpeg",bin1,fake,"['platter', 'oyster']"
190,fb43156f7d0a6b94_m0_cp5_e4221ff4_OpenImages_OpenJourney,fb43156f7d0a6b94,p2p/OpenImages/SDv4/vase_of_flowers.jpeg,bin2,fake,"['platter', 'oyster']"
191,54ba1ec0d85d45b1_m06m11_ba60c1e5_OpenImages_OpenJourney,54ba1ec0d85d45b1,p2p/OpenImages/SDv4/child.jpeg,bin4,fake,"['vase', 'rose']"
192,54ba1ec0d85d45b1_m06m11_b51e5de6_OpenImages_StableDiffusion_XL,54ba1ec0d85d45b1,p2p/OpenImages/OJ/a_group_of.jpeg,bin4,fake,"['vase', 'rose']"
193,54ba1ec0d85d45b1_m02s195_33517d4e_OpenImages_StableDiffusion_XL,54ba1ec0d85d45b1,p2p/OpenImages/OJ/on_a_cloudy_day.jpeg,bin3,fake,"['vase', 'rose']"
194,5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2,5a26ee6c6175ae97,p2p/OpenImages/SDv4/snowy.jpeg,bin4,fake,['oyster']
195,5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2,5a26ee6c6175ae97,p2p/OpenImages/SDv5/a_tripod.jpeg,bin4,fake,['oyster']
196,5a26ee6c6175ae97_m0_cp5_29f7401b_OpenImages_Kandinsky_2_2,5a26ee6c6175ae97,p2p/OpenImages/SDv4/cyclists.jpeg,bin5,fake,['oyster']
197,4e1a92be80a8d7f6_m01b638_fc2fb0dd_OpenImages_StableDiffusion_v5,4e1a92be80a8d7f6,p2p/OpenImages/OJ/snowy.jpeg,bin4,fake,['boot']
198,4e1a92be80a8d7f6_m01b638_3bdb606a_OpenImages_StableDiffusion_v5,4e1a92be80a8d7f6,p2p/OpenImages/OJ/a_platter_of_carrots.jpeg,bin5,fake,['boot']
199,4e1a92be80a8d7f6_m01b638_2199e0dd_OpenImages_StableDiffusion_v5,4e1a92be80a8d7f6,p2p/OpenImages/OJ/vanilla.jpeg,bin5,fake,['boot']
200,63cb39d5401e1a6e_m01gkx__1902402b_OpenImages_OpenJourney,63cb39d5401e1a6e,p2p/OpenImages/SDv4/sausage.jpeg,bin1,fake,"['woman', 'swimwear']"
201,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_StableDiffusion_XL,63cb39d5401e1a6e,p2p/ADE20K/OJ/balcony.jpeg,bin2,fake,"['woman', 'swimwear']"
202,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_OpenJourney,63cb39d5401e1a6e,p2p/OpenImages/SDv4/during_a_blizzard.jpeg,bin2,fake,"['woman', 'swimwear']"
203,63cb39d5401e1a6e_m01gkx__3a7d46b6_OpenImages_Kandinsky_2_2,63cb39d5401e1a6e,p2p/OpenImages/SDv4/elderly.jpeg,bin3,fake,"['woman', 'swimwear']"
204,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_OpenJourney,28d5b8a619808f60,p2p/OpenImages/SDv4/in_a_thunderstorm.jpeg,bin5,fake,['flower']
205,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_Kandinsky_2_2,28d5b8a619808f60,p2p/OpenImages/SDv4/swimming_in_the_ocean.jpeg,bin5,fake,['flower']
206,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_v5,28d5b8a619808f60,p2p/OpenImages/SDv5/cuddling_a_ball_of_rabbits.jpeg,bin5,fake,['flower']
207,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_XL,28d5b8a619808f60,"p2p/ADE20K/OJ/toys,_books,.jpeg",bin5,fake,['flower']
208,abed8a82f3e24f22_m02vqfm_9ce310e4_OpenImages_StableDiffusion_XL,abed8a82f3e24f22,p2p/OpenImages/OJ/on_a_dry_day.jpeg,bin3,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
209,abed8a82f3e24f22_m03q5c7_7f872a60_OpenImages_Kandinsky_2_2,abed8a82f3e24f22,p2p/OpenImages/SDv4/red.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
210,abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_v4,abed8a82f3e24f22,p2p/OpenImages/SDv5/an_elderly.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
211,abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_XL,abed8a82f3e24f22,p2p/OpenImages/OJ/in_the_park_during_a_tornado.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
212,abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_Kandinsky_2_2,abed8a82f3e24f22,p2p/OpenImages/SDv5/red_spots.jpeg,bin5,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
213,abed8a82f3e24f22_m03q5c7_1779a73d_OpenImages_OpenJourney,abed8a82f3e24f22,p2p/OpenImages/SDv4/on_a_snowy_driveway.jpeg,bin5,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
214,abed8a82f3e24f22_m0271t_c8983f8c_OpenImages_StableDiffusion_XL,abed8a82f3e24f22,p2p/OpenImages/OJ/graffiti_mural.jpeg,bin2,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
215,abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_OpenJourney,abed8a82f3e24f22,p2p/OpenImages/SDv4/child.jpeg,bin5,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']"
216,5855782749c3ed0b_m018xm_3e5cb88f_OpenImages_Kandinsky_2_2,5855782749c3ed0b,p2p/OpenImages/SDv5/cherries.jpeg,bin2,fake,"['billiard table', 'ball (object)']"
217,5855782749c3ed0b_m018xm_2ba4bd8e_OpenImages_StableDiffusion_v5,5855782749c3ed0b,p2p/OpenImages/OJ/cat.jpeg,bin4,fake,"['billiard table', 'ball (object)']"
218,5855782749c3ed0b_m018xm_67e108f0_OpenImages_StableDiffusion_v5,5855782749c3ed0b,p2p/OpenImages/SDv5/busy.jpeg,bin2,fake,"['billiard table', 'ball (object)']"
219,5855782749c3ed0b_m018xm_11bd6540_OpenImages_StableDiffusion_XL,5855782749c3ed0b,p2p/ADE20K/OJ/stone.jpeg,bin3,fake,"['billiard table', 'ball (object)']"
220,fa18e35a0def0b4f_m0cyhj__0213c64f_OpenImages_Kandinsky_2_2,fa18e35a0def0b4f,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,bin2,fake,['orange (fruit)']
221,fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_XL,fa18e35a0def0b4f,p2p/ADE20K/OJ/a_stream_running_through_it.jpeg,bin2,fake,['orange (fruit)']
222,fa18e35a0def0b4f_m0cyhj__fa0bf32e_OpenImages_OpenJourney,fa18e35a0def0b4f,p2p/OpenImages/SDv4/near_a_lamp.jpeg,bin2,fake,['orange (fruit)']
223,fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_v5,fa18e35a0def0b4f,p2p/OpenImages/OJ/during_a_thunderstorm.jpeg,bin2,fake,['orange (fruit)']
224,a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_XL,a29e85514998dff0,p2p/ADE20K/OJ/and_a_group_of_horses_grazing_in_the_field.jpeg,bin4,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
225,a29e85514998dff0_m0cyhj__359415f2_OpenImages_OpenJourney,a29e85514998dff0,p2p/OpenImages/SDv4/park_near_the_ocean.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
226,a29e85514998dff0_m0cyhj__359415f2_OpenImages_OpenJourney,a29e85514998dff0,p2p/OpenImages/SDv4/classic.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
227,a29e85514998dff0_m04kkgm_1e2b0a67_OpenImages_Kandinsky_2_2,a29e85514998dff0,p2p/OpenImages/SDv4/ham_radio.jpeg,bin5,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
228,a29e85514998dff0_m0hqkz_61ba6c74_OpenImages_StableDiffusion_v5,a29e85514998dff0,p2p/OpenImages/SDv5/beautiful.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
229,a29e85514998dff0_m0hqkz_a1565d6a_OpenImages_StableDiffusion_v5,a29e85514998dff0,p2p/OpenImages/OJ/wooden.jpeg,bin4,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
230,a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_v5,a29e85514998dff0,p2p/OpenImages/SDv5/off_the_coast.jpeg,bin4,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
231,a29e85514998dff0_m0hqkz_61ba6c74_OpenImages_OpenJourney,a29e85514998dff0,p2p/OpenImages/SDv4/busy.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
232,a29e85514998dff0_m014j1m_e42f14d4_OpenImages_Kandinsky_2_2,a29e85514998dff0,p2p/OpenImages/SDv5/cream_in_it.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']"
233,0ab25a872a3a628f_m0cmx8_4f111b11_OpenImages_StableDiffusion_v4,0ab25a872a3a628f,p2p/OpenImages/SDv5/on_a_playful_day.jpeg,bin4,fake,['spoon']
234,0ab25a872a3a628f_m0cmx8_af6764aa_OpenImages_Kandinsky_2_2,0ab25a872a3a628f,p2p/OpenImages/SDv4/shicanco.jpeg,bin4,fake,['spoon']
235,0ab25a872a3a628f_m0cmx8_af6764aa_OpenImages_StableDiffusion_XL,0ab25a872a3a628f,p2p/ADE20K/OJ/senior_citizens.jpeg,bin4,fake,['spoon']
236,a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_StableDiffusion_v5,a0620646a2b9d6e7,p2p/OpenImages/OJ/on_a_beautiful_easter_sunday.jpeg,bin5,fake,"['cocktail', 'juice', 'lemon (plant)']"
237,a0620646a2b9d6e7_m09k_b_c81ea6ff_OpenImages_StableDiffusion_v5,a0620646a2b9d6e7,p2p/OpenImages/OJ/in_the_rain.jpeg,bin4,fake,"['cocktail', 'juice', 'lemon (plant)']"
238,a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_OpenJourney,a0620646a2b9d6e7,p2p/OpenImages/SDv4/curious.jpeg,bin5,fake,"['cocktail', 'juice', 'lemon (plant)']"
239,a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_StableDiffusion_XL,a0620646a2b9d6e7,p2p/ADE20K/OJ/with_a_red_brick_pathway_leading_up_to_it.jpeg,bin5,fake,"['cocktail', 'juice', 'lemon (plant)']"
240,b99df92d7b79dec8_m02p5f1q_a44cfa58_OpenImages_StableDiffusion_v5,b99df92d7b79dec8,p2p/OpenImages/OJ/at_night.jpeg,bin5,fake,"['spoon', 'coffee cup', 'drink']"
241,b99df92d7b79dec8_m02p5f1q_da5dddc7_OpenImages_OpenJourney,b99df92d7b79dec8,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin5,fake,"['spoon', 'coffee cup', 'drink']"
242,b99df92d7b79dec8_m0cmx8_a2576d67_OpenImages_Kandinsky_2_2,b99df92d7b79dec8,p2p/OpenImages/SDv5/silver.jpeg,bin4,fake,"['spoon', 'coffee cup', 'drink']"
243,a83f96e6a35124c7_m084zz_ee42acf3_OpenImages_StableDiffusion_v4,a83f96e6a35124c7,p2p/OpenImages/SDv5/vase.jpeg,bin4,fake,"['fish', 'whale', 'dolphin']"
244,a83f96e6a35124c7_m084zz_6016eb19_OpenImages_StableDiffusion_v5,a83f96e6a35124c7,p2p/OpenImages/OJ/clear.jpeg,bin2,fake,"['fish', 'whale', 'dolphin']"
245,a83f96e6a35124c7_m0ch_cf_4c8e2472_OpenImages_StableDiffusion_XL,a83f96e6a35124c7,p2p/ADE20K/OJ/during_a_heatwave.jpeg,bin4,fake,"['fish', 'whale', 'dolphin']"
246,14a839093eaba2d3_m02p3w7d_a3d9a64d_OpenImages_OpenJourney,14a839093eaba2d3,p2p/OpenImages/SDv4/in_the_heat_of_the_summer.jpeg,bin3,fake,['roller skates']
247,14a839093eaba2d3_m02p3w7d_a3d9a64d_OpenImages_StableDiffusion_XL,14a839093eaba2d3,p2p/ADE20K/OJ/on_a_stormy_day.jpeg,bin3,fake,['roller skates']
248,14a839093eaba2d3_m02p3w7d_75aa45ce_OpenImages_StableDiffusion_v5,14a839093eaba2d3,p2p/OpenImages/OJ/giraffes.jpeg,bin3,fake,['roller skates']
249,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_StableDiffusion_XL,e1065d5f5dbeac8b,p2p/OpenImages/OJ/bunch_of_brightly_colored_flowers_would_brighten_up.jpeg,bin5,fake,['mobile phone']
250,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_StableDiffusion_XL,e1065d5f5dbeac8b,p2p/ADE20K/OJ/an_abstract_painting.jpeg,bin5,fake,['mobile phone']
251,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_OpenJourney,e1065d5f5dbeac8b,p2p/OpenImages/SDv4/standing_in_front_of.jpeg,bin5,fake,['mobile phone']
252,150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2,150b0a3dce58854d,p2p/OpenImages/SDv4/gray.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']"
253,150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2,150b0a3dce58854d,p2p/OpenImages/SDv4/warm_summer_day.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']"
254,150b0a3dce58854d_m0663v_a4227795_OpenImages_Kandinsky_2_2,150b0a3dce58854d,p2p/OpenImages/SDv4/small.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']"
255,b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_OpenJourney,b6436a7302c5eaa4,p2p/OpenImages/SDv4/an_elderly.jpeg,bin3,fake,"['human body', 'girl']"
256,b6436a7302c5eaa4_m05r655_a10ab734_OpenImages_StableDiffusion_v5,b6436a7302c5eaa4,p2p/OpenImages/OJ/sparrow.jpeg,bin3,fake,"['human body', 'girl']"
257,b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_Kandinsky_2_2,b6436a7302c5eaa4,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,bin3,fake,"['human body', 'girl']"
258,4f104caa8ad41cdf_m0hnyx_95cfefe3_OpenImages_StableDiffusion_XL,4f104caa8ad41cdf,p2p/ADE20K/OJ/sofa_and_a_tv.jpeg,bin2,fake,['pastry']
259,4f104caa8ad41cdf_m0hnyx_149d2b7b_OpenImages_StableDiffusion_v4,4f104caa8ad41cdf,p2p/OpenImages/SDv5/a_dim.jpeg,bin2,fake,['pastry']
260,4f104caa8ad41cdf_m0hnyx_f33b7d78_OpenImages_StableDiffusion_v4,4f104caa8ad41cdf,p2p/OpenImages/SDv5/blue.jpeg,bin3,fake,['pastry']
261,4f104caa8ad41cdf_m0hnyx_aedced21_OpenImages_StableDiffusion_v4,4f104caa8ad41cdf,p2p/OpenImages/SDv5/sculpture.jpeg,bin3,fake,['pastry']
262,4f104caa8ad41cdf_m0hnyx_d6448676_OpenImages_StableDiffusion_v5,4f104caa8ad41cdf,p2p/OpenImages/SDv5/quarry.jpeg,bin2,fake,['pastry']
263,4f104caa8ad41cdf_m0hnyx_4a2dd33c_OpenImages_OpenJourney,4f104caa8ad41cdf,p2p/OpenImages/SDv4/in_front_of_a_background.jpeg,bin2,fake,['pastry']
264,4f104caa8ad41cdf_m0hnyx_07c41d57_OpenImages_OpenJourney,4f104caa8ad41cdf,p2p/OpenImages/SDv4/clear.jpeg,bin1,fake,['pastry']
265,4f104caa8ad41cdf_m0hnyx_149d2b7b_OpenImages_StableDiffusion_v5,4f104caa8ad41cdf,p2p/OpenImages/OJ/middle-aged_man.jpeg,bin2,fake,['pastry']
266,4f104caa8ad41cdf_m0hnyx_130e3145_OpenImages_StableDiffusion_v4,4f104caa8ad41cdf,p2p/OpenImages/SDv5/in_a_modern_bungalow.jpeg,bin1,fake,['pastry']
267,bbfe88937357fd71_m02zvsm_035c220f_OpenImages_StableDiffusion_v5,bbfe88937357fd71,p2p/OpenImages/OJ/a_zebra.jpeg,bin5,fake,"['tart', 'tomato', 'cheese', 'bread']"
268,bbfe88937357fd71_m02zvsm_890be05e_OpenImages_StableDiffusion_v4,bbfe88937357fd71,p2p/OpenImages/SDv5/towels.jpeg,bin5,fake,"['tart', 'tomato', 'cheese', 'bread']"
269,bbfe88937357fd71_m01nkt_76d972d4_OpenImages_OpenJourney,bbfe88937357fd71,p2p/OpenImages/SDv4/senior.jpeg,bin1,fake,"['tart', 'tomato', 'cheese', 'bread']"
