,index,image_id,image_path,label,entities,ratio_category,dreamsim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,og_image
815,815,2fd31c6532c1bc40_m01jfm__c1d7dcd7_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/under_a_sudden_thunderstorm.jpeg,fake,['vehicle registration plate'],bin3,0.213286280632019,0.0099919389282054,0.00943718,0.7217885518858012,0.7747284107954321,7189.0
816,816,093b2be9fc1a77a2,original/images/OpenImages/093b2be9fc1a77a2.jpg,real,['carnivore'],,,,,,,
817,817,7b4e7878bf1aecb3_m01tcjp_4d2978b0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/bicycle.jpeg,fake,['muffin'],bin4,0.1679494380950927,0.0059285286024993,0.0055093956,0.7274523391921157,0.7400692170314764,6406.0
818,818,e9c51d4032c4340f_m06msq_2077fab3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/futuristic.jpeg,fake,['sculpture'],bin5,0.1607642173767089,0.0072484194295888,0.0058487575,0.6280329927198814,0.7034607735019485,11058.0
819,819,b728aa6f4c5280e3_m0fm3zh_7c642e22_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,fake,"['vase', 'flowerpot']",bin3,0.0768259167671203,0.0031374029139746,0.0026980343,0.8139306467305945,0.8377625603684775,
820,820,5713c90c55692a3a_m07r04_97478618_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_snowy_day.jpeg,fake,['truck'],bin5,0.4385648369789123,0.0174855932431023,0.014583729,0.5741946210293968,0.5883257244574764,7501.0
822,822,5e25bb93819d7e8e,original/images/OpenImages/5e25bb93819d7e8e.jpg,real,['rabbit'],,,,,,,
826,826,dbc3c0da2f3d57d8_m09f20_997733ae_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/shicanco.jpeg,fake,['hippopotamus'],bin4,0.799403727054596,0.1858620466471604,0.10897811,0.2518135171610815,0.3893871645982183,11881.0
828,828,59dd49cb5eafc2dd_m01d40f_2274fe25_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/the_moonlight.jpeg,fake,"['woman', 'dress', 'human body']",bin2,0.4365659952163696,0.0258519787209684,0.020551411,0.4992086971216798,0.5645042787814475,214.0
831,831,ceddde4e7fc8a085_m0dv5r_8b8469cc_OpenImages_StableDiffusion_v5,"p2p/OpenImages/SDv5/bullfighting__________+++
_arena_during_a_rain_shower.jpeg",fake,['camera'],bin5,0.3071893453598022,0.0434771216760518,0.036364622,0.2626491862174978,0.2677739179255001,6811.0
832,832,9652766ac172267d_m07clx_f4f15543_OpenImages_OpenJourney,p2p/OpenImages/SDv4/pilots.jpeg,fake,"['coffee (drink)', 'coffee cup', 'tea']",bin5,0.1820999979972839,0.0206171254831813,0.020032896,0.5618893647725658,0.6024832459453757,6940.0
834,834,f7dc53f11acde989_m01dwwc_3d274f30_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/modern.jpeg,fake,['pancake'],bin4,0.6024423241615295,0.0297284907236261,0.02558616,0.4157044303444726,0.4869070083948798,12354.0
835,835,ef1c92617f2a63e3_m03bt1vf_afcadf69_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/row.jpeg,fake,['woman'],bin3,0.8891669511795044,0.1073354199096726,0.08781044,0.2881065276858844,0.3699011693606191,5240.0
836,836,0baaff64fc705884_m0h2r6_3f17b677_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_sunny_day.jpeg,fake,['van'],bin5,0.0229333639144897,0.0026650560401761,0.0021602558,0.7984147669378935,0.7976428415196494,
838,838,9c6fd475024fe967,original/images/OpenImages/9c6fd475024fe967.jpg,real,"['cocktail', 'juice']",,,,,,,
840,840,ad80bd4e9de04ffa,original/images/OpenImages/ad80bd4e9de04ffa.jpg,real,['shorts'],,,,,,,
842,842,e87f05db42e44293_m081qc_b153901d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_beautiful_day.jpeg,fake,"['cocktail', 'wine', 'juice']",bin4,0.1092647314071655,0.0029517880656941,0.0022468392,0.8346931059196527,0.8778993291189382,
843,843,200eaae66a594057_m0fly7_6a49ef32_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/a_fountain.jpeg,fake,"['jeans', 'trousers']",bin1,0.7284787893295288,0.0344723883461038,0.024705121,0.4603741948927222,0.5625028682788815,12047.0
844,844,8b286a528fde362d_m0342h_03276800_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_a_thunderstorm.jpeg,fake,"['guitar', 'human body']",bin3,0.2278247475624084,0.0103356457037695,0.0074292617,0.7121607035757928,0.7573885725752657,6341.0
847,847,19737c8bfc0b06b9_m044r5d_db3a7922_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_boat_in_the_ocean.jpeg,fake,"['golf ball', 'ball (object)']",bin4,0.7444813251495361,0.0287778851387975,0.020109858,0.670063080364553,0.7957962219702046,11307.0
851,851,ee581c69559424b3_m024g6_4bf10aa6_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_deserted_island.jpeg,fake,"['cocktail', 'juice']",bin3,0.5581907629966736,0.0436001863617721,0.031026479,0.413310818769118,0.482677553541549,1641.0
852,852,654e1dbd150d1887,original/images/OpenImages/654e1dbd150d1887.jpg,real,"['skyscraper', 'taxi']",,,,,,,
853,853,d982773c4a70e4d1,original/images/OpenImages/d982773c4a70e4d1.jpg,real,"['lipstick', 'high heels']",,,,,,,
854,854,07690c1321bd8ecd,original/images/OpenImages/07690c1321bd8ecd.jpg,real,"['truck', 'ambulance']",,,,,,,
856,856,11bc523657d84f11_m024g6_ad92ef87_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/geometric.jpeg,fake,"['cocktail', 'juice']",bin5,0.807672381401062,0.3245800425544023,0.2492305,0.108386877449146,0.2087063167887027,1984.0
857,857,622e074fe98116c3_m054fyh_82839786_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_elderly.jpeg,fake,"['jug', 'pitcher (container)', 'flowerpot', 'vase']",bin5,0.8938934803009033,0.0758654219233713,0.07339123,0.2746051845842708,0.3345296902562947,3200.0
858,858,f48e2b8b5609e340,original/images/OpenImages/f48e2b8b5609e340.jpg,real,,,,,,,,
859,859,b70cf9ef4bcffc26,original/images/OpenImages/b70cf9ef4bcffc26.jpg,real,['bird'],,,,,,,
860,860,ef8e1736e3918b48,original/images/OpenImages/ef8e1736e3918b48.jpg,real,['dress'],,,,,,,
861,861,0b19ea3376871338_m0bt9lr_bcf13fd8_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/large.jpeg,fake,['dog'],bin2,0.5419069528579712,0.0110696507343554,0.009071542,0.5636887269447951,0.6144915874773631,4401.0
863,863,aa0a1551758ae072_m07r04_556902be_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/snake.jpeg,fake,['truck'],bin5,0.9077504873275756,0.1944806733034244,0.16970856,0.2084918861786829,0.3087913363627378,4117.0
864,864,914b0af29c2b15b0,original/images/OpenImages/914b0af29c2b15b0.jpg,real,,,,,,,,
865,865,59019afc66c008dc_m07r04_fb70214a_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_a_thunderstorm.jpeg,fake,['truck'],bin5,0.9603393077850342,0.125482444249864,0.107565224,0.221967708948939,0.355869238079222,643.0
868,868,11c7391efb0efe57,original/images/OpenImages/11c7391efb0efe57.jpg,real,['person'],,,,,,,
869,869,2d04149c7868f90f,original/images/OpenImages/2d04149c7868f90f.jpg,real,"['goose', 'duck']",,,,,,,
870,870,d2c247ac41ea6e15,original/images/OpenImages/d2c247ac41ea6e15.jpg,real,['cello'],,,,,,,
871,871,c13956a12cfdfa10,original/images/OpenImages/c13956a12cfdfa10.jpg,real,['banana'],,,,,,,
874,874,11604c19460e314d_m05r5c_8c4f107e_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/believers.jpeg,fake,['piano'],bin5,0.617387056350708,0.2096378977891804,0.21599005,0.1287128699471701,0.2065468460892024,5911.0
875,875,552d9e78b2704cf2_m01jfm__97124ef5_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_hot_and_sunny_day.jpeg,fake,['vehicle registration plate'],bin2,0.0192247629165649,0.005124819475795,0.004324905,0.5944972631598118,0.5738342823547786,
877,877,17fe6f256c3e0b5f,original/images/OpenImages/17fe6f256c3e0b5f.jpg,real,['swimwear'],,,,,,,
878,878,f000f24edf8239de,original/images/OpenImages/f000f24edf8239de.jpg,real,['mobile phone'],,,,,,,
879,879,8949ce0b11d64436_m0gd36_41ae5f4e_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_cold_day.jpeg,fake,"['fish', 'sea lion']",bin5,0.0263992547988891,0.0034531954528581,0.0031422777,0.7796484653065457,0.7617370549170249,
880,880,db2628b64415d323_m01dwsz_6f44256a_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/tea.jpeg,fake,"['waffle', 'strawberry']",bin4,0.1264537572860717,0.0054547605474194,0.003989587,0.8154695357482294,0.8568581495041694,
881,881,bde2a4bf940ea960_m0ch_cf_355d2264_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/mountain_climb.jpeg,fake,"['fish', 'whale', 'dolphin']",bin5,0.108865737915039,0.0045869924703439,0.0037423223,0.7645623696878799,0.7858171707332445,
884,884,6c403fe46bccb17e,original/images/OpenImages/6c403fe46bccb17e.jpg,real,"['goose', 'swan']",,,,,,,
886,886,86401ad43b4f7652_m0cnyhnx_ca4b7e93_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/cherries_on_top.jpeg,fake,"['horse', 'bull']",bin5,0.7686964869499207,0.103705128874211,0.07553621,0.219827196995611,0.3800110610472813,8290.0
887,887,aabc78b79706c181_m0cnyhnx_afe5497f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_sandwich.jpeg,fake,"['cattle', 'bull']",bin4,0.8859207630157471,0.1481082678568389,0.15270452,0.2339918625459661,0.2953536025632214,7976.0
888,888,25c3b4bcbb64752c_m0h2r6_74949544_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_farm.jpeg,fake,['van'],bin5,0.546200692653656,0.0653529544269582,0.061453644,0.3994182183732519,0.4741721981296906,12270.0
889,889,e23b99da0ac0bbde,original/images/OpenImages/e23b99da0ac0bbde.jpg,real,['cookie'],,,,,,,
891,891,ada20950e7aed9be,original/images/OpenImages/ada20950e7aed9be.jpg,real,,,,,,,,
893,893,7c497ec55db32d75_m09f_2_7603872c_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/schnauzer.jpeg,fake,"['tortoise', 'sea turtle', 'crocodile']",bin5,0.3698323965072632,0.0308740170625605,0.026000021,0.3863406554564963,0.4267117127495434,12285.0
894,894,98534bb0979b05c7,original/images/OpenImages/98534bb0979b05c7.jpg,real,,,,,,,,
895,895,634e9b65bdc2c832_m03k3r_30ce2b49_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/chilly.jpeg,fake,['horse'],bin4,0.7104670405387878,0.0585879429386133,0.055755027,0.5576187470596873,0.6132826856440019,11175.0
899,899,08b35f797740dba6_m026qbn5_72ee4fe6_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/nad_fiddl_ships.jpeg,fake,"['studio couch', 'sofa bed']",bin5,0.9039078950881958,0.1246457468257964,0.07887143,0.2808025134756016,0.4278335362513912,13211.0
900,900,db51aa55fa5becdc_m01h8tj_0de16370_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,fake,"['starfish', 'fish']",bin3,0.0980701446533203,0.0010146831320323,0.0008597391,0.8996771439705703,0.921098507597022,
901,901,a480b7ece78b6911_m0fm3zh_14249b3d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,fake,['flowerpot'],bin4,0.289445161819458,0.0106731633126819,0.010132589,0.6762423898780329,0.7554740582666495,11653.0
902,902,0b162fcc2cb20057,original/images/OpenImages/0b162fcc2cb20057.jpg,real,['sparrow'],,,,,,,
905,905,38776582a81af18f_m025nd_4cb0b1e7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/colorful.jpeg,fake,"['christmas tree', 'toy']",bin5,0.1605492234230041,0.0133456627790643,0.011863411,0.7015629103511243,0.714323928540499,995.0
906,906,7763b866a6127dca,original/images/OpenImages/7763b866a6127dca.jpg,real,,,,,,,,
907,907,b497b0ade8d2ae6d_m01g317_7b93ba32_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_snowy_day_with_only_the_flags_visible_because_of_the_thick_falling_snow.jpeg,fake,['person'],bin3,0.3513846397399902,0.0189339466478738,0.014136119,0.5653175299120735,0.627791506678209,2835.0
910,910,0f2a98ecb311c693_m03hj559_17f6b5fe_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/car_will_be_changed_to_a_photo_of_two_women_standing_in_front_of_a_statue.jpeg,fake,"['platter', 'bowl', 'mixing bowl']",bin4,0.6358315348625183,0.1407252354214287,0.12619025,0.250255321093207,0.3581627213445442,1940.0
911,911,a7ec446b72c5f815_m0fszt_0b639ba2_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/plank_boardwalk.jpeg,fake,"['muffin', 'cake']",bin4,0.0263549089431762,0.0019182877746527,0.0018022069,0.7760824372968719,0.776887173733719,
912,912,be05106a8c369cb3_m0k4j_a7aa5fbf_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_fireworks_show.jpeg,fake,['car'],bin5,0.8577872514724731,0.197644304712812,0.18297587,0.2491153129070795,0.3401110398785606,7464.0
913,913,cc20220534acd233,original/images/OpenImages/cc20220534acd233.jpg,real,['polar bear'],,,,,,,
914,914,9636ffff550a7039,original/images/OpenImages/9636ffff550a7039.jpg,real,['bird'],,,,,,,
916,916,eeb08732883e8dad_m09csl_0888644f_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/gold.jpeg,fake,"['eagle', 'falcon']",bin5,0.0294761657714843,0.0007566926969131,0.00078314473,0.916285683641368,0.9211573090279206,
917,917,a57c1783da5cd5c8_m0bt9lr_bc8268c2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/dripping_down_the_side.jpeg,fake,['dog'],bin5,0.2043197154998779,0.0053949626182938,0.004717109,0.7805946681762944,0.8084297583372363,1254.0
918,918,1c700e2ab79bd411_m02h19r_7a10be84_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/gray.jpeg,fake,['scarf'],bin5,0.0703616142272949,0.0052848019441641,0.00485306,0.7604862010177723,0.7775529676495041,
919,919,1f29bf6f469ac1b7,original/images/OpenImages/1f29bf6f469ac1b7.jpg,real,,,,,,,,
923,923,a10b7c91b182c028_m0dbvp_7f8f0ec0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/rustic.jpeg,fake,"['goose', 'duck', 'swan']",bin4,0.257958173751831,0.0061798903521369,0.005114417,0.7403735063589174,0.7858661192786072,5881.0
924,924,838edf9007d71003_m01n4qj_fdc8a7b9_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/photograph.jpeg,fake,"['suit', 'shirt']",bin4,0.0665231943130493,0.0059161533980007,0.0054787123,0.6751768878820203,0.6728407794395991,
926,926,a175a6c85643e38d_m04ctx_51b2c4c7_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/open_water.jpeg,fake,"['axe', 'knife', 'dagger', 'sword']",bin4,0.8530861139297485,0.1828612835981991,0.1727592,0.1583754884874589,0.2233696440996213,5703.0
927,927,4036a8676a59acf8_m025dyy_b03236d1_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/sausage.jpeg,fake,['box'],bin5,0.0703727602958679,0.0060496591198647,0.0059105726,0.7429697713676041,0.7452531924359231,
928,928,8b9321c89b2d7ab6,original/images/OpenImages/8b9321c89b2d7ab6.jpg,real,,,,,,,,
929,929,3885980096da4b0a_m0by6g_bbe8ad6b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/with_the_torches_burning_in_the_streets.jpeg,fake,['shark'],bin5,0.8549668788909912,0.1265598614203934,0.12342744,0.3842555687682719,0.4856559048487083,11941.0
930,930,3a5cfc535a052337_m0bt9lr_2391e957_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/university_campus.jpeg,fake,"['tennis ball', 'dog']",bin5,0.1732640862464904,0.0038487876061978,0.003236292,0.7143336816655815,0.7263377397124654,7220.0
934,934,6464c61ec39dfac4,original/images/OpenImages/6464c61ec39dfac4.jpg,real,['vehicle registration plate'],,,,,,,
935,935,c91c0bc2f31015fe_m0c9ph5_0d8a73ae_OpenImages_OpenJourney,p2p/OpenImages/SDv4/mare.jpeg,fake,['flower'],bin5,0.7999539375305176,0.1154205953306408,0.11144835,0.2766828635839958,0.3427117845558629,13327.0
937,937,093b2be9fc1a77a2_m01lrl_75697ca6_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/fruit_orchard.jpeg,fake,['carnivore'],bin5,0.0565230250358581,0.0027110864271892,0.002163195,0.8054603344949774,0.8373232423945013,
938,938,b2a3c436142b3611,original/images/OpenImages/b2a3c436142b3611.jpg,real,['vehicle registration plate'],,,,,,,
940,940,fecf91dd4a41cd96_m0ch_cf_4149cf67_OpenImages_OpenJourney,p2p/OpenImages/SDv4/peach.jpeg,fake,"['goldfish', 'fish']",bin2,0.0619745254516601,0.0070895983539421,0.0060607246,0.6572557125781859,0.6540082925511519,
941,941,e64013f585047d23_m04g2r_3e8088be_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/marinara_sauce.jpeg,fake,"['leopard', 'lynx', 'jaguar (animal)']",bin5,0.1173809766769409,0.0042277371979639,0.0028295114,0.7877785719307906,0.8473346876104422,
942,942,cca89fe3da8caa77,original/images/OpenImages/cca89fe3da8caa77.jpg,real,['horse'],,,,,,,
943,943,f622fd5ee331370a,original/images/OpenImages/f622fd5ee331370a.jpg,real,['bottle'],,,,,,,
944,944,aef854a2b953f272,original/images/OpenImages/aef854a2b953f272.jpg,real,['camera'],,,,,,,
947,947,5d52e12dd2c6ac3d,original/images/OpenImages/5d52e12dd2c6ac3d.jpg,real,['dog'],,,,,,,
948,948,592180124eb246e1,original/images/OpenImages/592180124eb246e1.jpg,real,['apple'],,,,,,,
949,949,43200d1e5c86e555_m0jg57_a275b772_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,fake,['bell pepper'],bin5,0.3469934463500976,0.0186313832620466,0.014517336,0.5173487407444474,0.5491006433147027,6211.0
950,950,a9b58a8b8d1aff78_m01gkx__38347444_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/sleek.jpeg,fake,"['human ear', 'swimwear']",bin4,0.828843355178833,0.166053099631652,0.15397146,0.1360994365311103,0.2208164639178567,12259.0
951,951,ebaaf8c000fe0181_m01bqk0_8077770f_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/silver.jpeg,fake,['bicycle wheel'],bin4,0.0571652650833129,0.0027829998895844,0.002629945,0.7827062990081056,0.7774256665071848,
953,953,9c191424b47eb751,original/images/OpenImages/9c191424b47eb751.jpg,real,['couch'],,,,,,,
954,954,b2916bddaa2d55eb_m021mn_7a072844_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,fake,['cookie'],bin2,0.8607749938964844,0.4286894262837672,0.40812063,0.2334050551790352,0.3258418394536101,6947.0
957,957,5b865b9e08332d79,original/images/OpenImages/5b865b9e08332d79.jpg,real,,,,,,,,
958,958,d46b2159992e26d7,original/images/OpenImages/d46b2159992e26d7.jpg,real,,,,,,,,
959,959,7410f9ae5a06a995,original/images/OpenImages/7410f9ae5a06a995.jpg,real,['horse'],,,,,,,
960,960,1f96ee21179e1ec2_m0c9ph5_faeb4202_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_rain_with_thunder_and_lightning.jpeg,fake,['flower'],bin3,0.2058523893356323,0.0066011442570415,0.005490787,0.7866918684928891,0.8243098820430825,3086.0
961,961,e0c861bf4eda68f9,original/images/OpenImages/e0c861bf4eda68f9.jpg,real,['cabbage'],,,,,,,
962,962,107d07288c3e1e59_m0dv5r_33c53998_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/tourist.jpeg,fake,['camera'],bin5,0.0876054763793945,0.0028597180225842,0.0021173854,0.7624550692822848,0.7812729838700572,
963,963,2eba94f606dbb3ea_m02vqfm_f04c6520_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_experienced.jpeg,fake,"['coffee (drink)', 'coffee cup', 'spoon']",bin5,0.6092982292175293,0.1589521074032273,0.15934882,0.207941340391609,0.2862118795280454,7453.0
964,964,59d728940d54f997_m01cmb2_d70bd3f1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_foggy_morning.jpeg,fake,"['skirt', 'miniskirt', 'dress']",bin4,0.8712504506111145,0.1464550822902212,0.14387739,0.1670620749166137,0.2616741168333322,6932.0
968,968,b58f1f88f8fbd38a_m01h8tj_399d73c3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/of_classic_cars.jpeg,fake,['starfish'],bin4,0.1690318584442138,0.0034211600524988,0.0030936748,0.8161665362284537,0.8232899172321716,5438.0
969,969,3a98760d7fc5630f_m03k3r_90bf0d0d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/pineapple.jpeg,fake,['horse'],bin4,0.639629602432251,0.0611163095222227,0.05911274,0.4397404975427188,0.5075244283418078,1885.0
970,970,7daf9925854e5bdf_m07r04_c3a5a14e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_snowy_day.jpeg,fake,"['truck', 'car']",bin5,0.0497629642486572,0.0025684093380988,0.0024468326,0.8047612308501163,0.819534937776658,
971,971,bdfa82fab0fffbaf,original/images/OpenImages/bdfa82fab0fffbaf.jpg,real,['dog'],,,,,,,
972,972,96a31b0288fe7897,original/images/OpenImages/96a31b0288fe7897.jpg,real,['raven'],,,,,,,
973,973,a1415be1a0aecb43_m01bl7v_f70b2aa5_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_beautiful_day.jpeg,fake,"['shorts', 'boy', 'swimwear']",bin5,0.0269978642463684,0.0057983357371939,0.004904433,0.5786546410643839,0.5543118209966289,
974,974,c6148c24a4f1ccb1,original/images/OpenImages/c6148c24a4f1ccb1.jpg,real,['orange (fruit)'],,,,,,,
975,975,e06a0fac5efca7e8_m09728_5ac2d656_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/thirsty.jpeg,fake,"['pastry', 'bread']",bin4,0.1866015195846557,0.0025890855937069,0.001998643,0.86360951303312,0.9030532783347518,2408.0
978,978,5e068a252d2fe7c1,original/images/OpenImages/5e068a252d2fe7c1.jpg,real,,,,,,,,
979,979,5b865b9e08332d79_m01cmb2_1c8f878b_OpenImages_StableDiffusion_v4,"p2p/OpenImages/SDv5/hats____+
.jpeg",fake,['miniskirt'],bin5,0.2363297939300537,0.0148590360878828,0.014433675,0.5825725742851676,0.5970534134246047,7363.0
980,980,1f29bf6f469ac1b7,original/images/OpenImages/1f29bf6f469ac1b7.jpg,real,"['harbor seal', 'sea lion']",,,,,,,
982,982,fd6aa6e670a37b8c,original/images/OpenImages/fd6aa6e670a37b8c.jpg,real,['fish'],,,,,,,
985,985,8c1d24dcbaeec096_m02zn6n_e6e157d4_OpenImages_OpenJourney,p2p/OpenImages/SDv4/gymnasts.jpeg,fake,['barrel'],bin3,0.7973648309707642,0.1074301413800431,0.10344668,0.2325907961965379,0.2928442258488445,7134.0
986,986,c89ef5c459dedf41_m04p0qw_4691ca15_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/beautiful.jpeg,fake,"['billiard table', 'ball (object)']",bin5,0.0840060710906982,0.0032545262148147,0.00309664,0.773320763080624,0.795170031216901,
987,987,5de7fc6ecb724cff_m07mhn_e8875a14_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_fireworks_show.jpeg,fake,"['tie', 'trousers']",bin4,0.1338785886764526,0.0044868534943178,0.0042322055,0.7062428700604726,0.7426543243383438,1785.0
988,988,c0334bb325858150,original/images/OpenImages/c0334bb325858150.jpg,real,['flower'],,,,,,,
989,989,59557286176249da_m01rkbr_f35f7a1c_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cat.jpeg,fake,"['tie', 'trousers']",bin1,0.8134046792984009,0.1438543236153287,0.11321414,0.2465785365883163,0.3275590486707084,1068.0
992,992,2f3a4d100beceb4a,original/images/OpenImages/2f3a4d100beceb4a.jpg,real,['wheel'],,,,,,,
993,993,9fc593bacf733807_m07clx_b1edf347_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/lake.jpeg,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",bin4,0.0167828202247619,0.0009727855830502,0.0007738319,0.8899383187269253,0.9179228516355888,
994,994,ce811701181b04fe_m02wv6h6_965af67e_OpenImages_OpenJourney,p2p/OpenImages/SDv4/athletes.jpeg,fake,"['skirt', 'dress']",bin4,0.1865772008895874,0.017629815179477,0.015225279,0.595742865094865,0.6036608709135898,9151.0
995,995,38776582a81af18f,original/images/OpenImages/38776582a81af18f.jpg,real,"['christmas tree', 'toy']",,,,,,,
996,996,e647d6173b4a401b,original/images/OpenImages/e647d6173b4a401b.jpg,real,['wheel'],,,,,,,
997,997,1aa211b8a0667f5e,original/images/OpenImages/1aa211b8a0667f5e.jpg,real,,,,,,,,
998,998,36f4b1543639eb64,original/images/OpenImages/36f4b1543639eb64.jpg,real,['human body'],,,,,,,
1000,1000,671cd4cf050530d1_m02p5f1q_e8e9bb51_OpenImages_StableDiffusion_v5,"p2p/OpenImages/SDv5/grassy______+
_lawn.jpeg",fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",bin5,0.2478977441787719,0.0042268037777687,0.0036671993,0.891597443651782,0.9036417002257044,7603.0
1002,1002,022d642a36f4a551_m01yrx_0becc1e3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/snowy.jpeg,fake,['cat'],bin5,0.0526208281517028,0.003609152518525,0.0030693675,0.8058280011646719,0.8266855389832586,
1003,1003,286e5d8836bbe539,original/images/OpenImages/286e5d8836bbe539.jpg,real,['flower'],,,,,,,
1004,1004,ecbc179d7171e8c3_m0bjyj5_ece7641d_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/industrial.jpeg,fake,"['van', 'waste container']",bin3,0.2469476461410522,0.0142835191694663,0.013563973,0.5370587636557386,0.5704356188937802,2746.0
1005,1005,b171e2886317f12d_m0dbzx_0639834c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/swampy_shore.jpeg,fake,"['mule', 'horse']",bin5,0.2252198457717895,0.0121367294935328,0.0098391,0.6511657288917365,0.6929398792574766,3603.0
1006,1006,6518fce105f9e19c,original/images/OpenImages/6518fce105f9e19c.jpg,real,['cat'],,,,,,,
1008,1008,bab15269ef245e44_m02p5f1q_67bf8b71_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/gray.jpeg,fake,"['coffee cup', 'mug']",bin4,0.0408512353897094,0.000870206471851,0.00067950005,0.8442634824945285,0.8697972416919217,
1009,1009,deec76c0bcbba90a_m01yrx_43954991_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/during_a_frosty_night.jpeg,fake,['cat'],bin5,0.7800537347793579,0.1014452522118458,0.09699821,0.4261993451894307,0.5257622739092842,5945.0
1013,1013,3fbf37d1b961ce3a,original/images/OpenImages/3fbf37d1b961ce3a.jpg,real,,,,,,,,
1014,1014,622531da2d3783fd,original/images/OpenImages/622531da2d3783fd.jpg,real,['car'],,,,,,,
