index,image_id,image_path,ratio_category,label,entities,og_image
1838,f820c39c5300de83_m01bfm9_644e6684_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,bin2,fake,"['shorts', 'volleyball (ball)', 'woman']",62.0
1839,a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_the_runway_lights_on.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'otter']",1555.0
1845,2c5681a1d46ea716_m07fbm7_0e48fd4f_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/eye-catching.jpeg,bin2,fake,"['cake', 'strawberry']",1248.0
1870,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_rainy_day.jpeg,bin5,fake,['skyscraper'],5541.0
1873,e16d9f29e2462eea_m01fb_0_2969141c_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/lizard.jpeg,bin3,fake,"['bagel', 'doughnut']",6442.0
1874,1e74328369e70739_m0hqkz_4851b222_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/a_book.jpeg,bin3,fake,['grapefruit'],10288.0
1877,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/with_a_stack_of_books_waiting_to_be_shelved.jpeg,bin2,fake,"['luggage and bags', 'girl']",8326.0
1909,873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_a_park.jpeg,bin3,fake,['swimwear'],624.0
1925,18eedb7aeb04344a_m01599_90771dd1_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/during_a_hailstorm.jpeg,bin5,fake,"['drink', 'beer']",1842.0
1926,764b7a05c634c23f_m06k2mb_0fe393d6_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/rainy.jpeg,bin5,fake,"['high heels', 'boot']",3805.0
1943,200eaae66a594057_m0fly7_9c3462c1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/manta_rays.jpeg,bin2,fake,"['jeans', 'trousers']",12047.0
1956,0650a130d7f707b5_m0jly1_08143be0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_wooden_bench_in_a_park.jpeg,bin3,fake,"['turkey', 'chicken']",5312.0
1957,35abdcbd62e7f8a4_m09j2d_92fb90d1_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/cookies_with_personalized_messages_on_top.jpeg,bin3,fake,['clothing'],2439.0
1963,591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/store.jpeg,bin5,fake,"['mobile phone', 'ipod']",2013.0
1969,873d1d9c65b7b7a1_m01gkx__cacf7380_OpenImages_OpenJourney,p2p/OpenImages/SDv4/broken.jpeg,bin3,fake,['swimwear'],624.0
1983,cfc964f6e8a96301_m081qc_bfb05bbd_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/cotton.jpeg,bin5,fake,"['wine', 'bottle', 'beer']",6092.0
1989,b9ed4725c0ca9f60_m0jly1_9074f7e9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_black_background.jpeg,bin4,fake,['turkey'],8069.0
1998,802539e8caa1611d_m01jfm__c569cf04_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_glass_of_wine.jpeg,bin2,fake,"['car', 'vehicle registration plate']",10818.0
2004,38c6a73c3e1fc3d2_m02dl1y_dd1a6ddc_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/rock_outcropping.jpeg,bin3,fake,"['cowboy hat', 'hat']",6171.0
2020,2ed68ac9c200a034_m029b3_7f53ded7_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/front_of.jpeg,bin4,fake,['dice'],8728.0
2022,97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/tomatoes.jpeg,bin3,fake,"['man', 'bicycle wheel']",2876.0
2044,2c5681a1d46ea716_m07fbm7_56eae7d0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/dollops_of.jpeg,bin3,fake,"['cake', 'strawberry']",1248.0
2056,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_StableDiffusion_XL,"p2p/ADE20K/OJ/it:___+
_a_curious_dog.jpeg",bin3,fake,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",5407.0
2087,8e164d1a6f6edbf4_m01f91__4f6b7a78_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/colorful.jpeg,bin4,fake,['pretzel'],12223.0
2093,6a3f4cc422ca16d1_m0hqkz_25ea1d78_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/tourist.jpeg,bin5,fake,"['drink', 'orange (fruit)', 'grapefruit']",11780.0
2113,cfc964f6e8a96301_m01599_60dd36e0_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/giraffe.jpeg,bin5,fake,"['wine', 'bottle', 'beer']",6092.0
2150,591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/cute.jpeg,bin5,fake,"['mobile phone', 'ipod']",2013.0
2154,fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/with_a_rattan_placemat.jpeg,bin1,fake,"['platter', 'oyster']",8340.0
2199,1290db73f773e299_m07j87_c6d0fa20_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/defiant.jpeg,bin2,fake,"['tomato', 'carrot']",4124.0
2203,c861036dc15f8bca_m027pcv_f78eb5a0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_serene_beach_with_the_sound_of_waves_in_the_background.jpeg,bin1,fake,['zucchini'],13111.0
2229,22d9e033dadee2ab_m08hvt4_00b99c09_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/fashionable.jpeg,bin5,fake,"['jug', 'vase', 'teapot', 'pitcher (container)']",7358.0
2233,200eaae66a594057_m0fly7_6a49ef32_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/violet.jpeg,bin1,fake,"['jeans', 'trousers']",12047.0
2237,802539e8caa1611d_m0k4j_bec290b3_OpenImages_OpenJourney,p2p/OpenImages/SDv4/apples.jpeg,bin3,fake,"['car', 'vehicle registration plate']",10818.0
2248,6a951ffda4eb0a0b_m0cd4d_32e0bc8e_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/crowded_city.jpeg,bin5,fake,"['leopard', 'cheetah', 'jaguar (animal)']",7342.0
2267,f509159922bd5baa_m04dr76w_c5a9a2d9_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/clear.jpeg,bin2,fake,['bottle'],13.0
2284,5f2c6ffc9d36ed35_m0cdn1_cb8760ab_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_snowy_and_windy_day.jpeg,bin3,fake,"['hamburger', 'bread']",109.0
2294,873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/oil_pastel.jpeg,bin3,fake,['swimwear'],624.0
2296,5855782749c3ed0b_m018xm_3e5cb88f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/cherries.jpeg,bin2,fake,"['billiard table', 'ball (object)']",416.0
2299,fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/a_stream_running_through_it.jpeg,bin2,fake,['orange (fruit)'],6976.0
2313,7ca419af2bf4b432_m0k5j_6c1e3952_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/desert_landscape.jpeg,bin3,fake,"['aircraft', 'fixed-wing aircraft']",9241.0
2316,addd2b526748b761_m02fq_6_e9d32cf1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/log.jpeg,bin4,fake,"['cowboy hat', 'fedora']",9560.0
2416,b9ed4725c0ca9f60_m0jly1_348ab3ab_OpenImages_OpenJourney,p2p/OpenImages/SDv4/of_a_graphic_novel.jpeg,bin5,fake,['turkey'],8069.0
2429,89d8c4de1f2f3f07_m01m2v_dfc66fe6_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_elderly_person.jpeg,bin3,fake,"['laptop', 'computer keyboard']",4924.0
2454,74b714ee6721e879_m0hf58v5_1fed12e0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_rain.jpeg,bin1,fake,"['luggage and bags', 'girl']",8326.0
2469,95653b68e47ff420_m0fm3zh_5cfefc5f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/happy.jpeg,bin2,fake,['flowerpot'],12858.0
2521,ef80dcc193773eae_m03bt1vf_2cd4f65c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dining.jpeg,bin5,fake,"['woman', 'girl']",9081.0
2527,7b4e7878bf1aecb3_m01tcjp_8536566d_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/professional.jpeg,bin5,fake,['muffin'],6406.0
2530,1993005e3e47a261_m07mhn_9b27f672_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,bin1,fake,"['jeans', 'trousers', 'human body']",4579.0
2542,e3ca7de8aa638f6a_m02vqfm_1c2e49d7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/trench_coat.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'drink', 'bottle', 'coffee cup', 'tea']",7047.0
2564,df6a51c635afe963_m02p5f1q_e14491a5_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/apples.jpeg,bin5,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
2605,df6a51c635afe963_m02jvh9_c3d348fc_OpenImages_OpenJourney,p2p/OpenImages/SDv4/young.jpeg,bin4,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
2626,9157d7a27084111b_m02crq1_43d9321c_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/during_a_hailstorm.jpeg,bin2,fake,"['studio couch', 'sofa bed', 'couch']",3288.0
2637,b2916bddaa2d55eb_m021mn_3c1f8fca_OpenImages_OpenJourney,p2p/OpenImages/SDv4/coastal.jpeg,bin4,fake,['cookie'],6947.0
2660,dde0f0d1cb4c50dc_m01lrl_a68188f0_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/rusty.jpeg,bin3,fake,['carnivore'],4764.0
2666,df6a51c635afe963_m03hj559_a91e4d6b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/gray.jpeg,bin5,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
2670,5cb4587ec30a3020_m068zj_feb37ced_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_thunderstorm.jpeg,bin2,fake,['pig'],13315.0
2687,179846a7e34ba228_m039xj__28027b21_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/during_a_blizzard.jpeg,bin1,fake,"['suit', 'human ear']",7834.0
2690,adc6cb08fcafcf77_m01xq0k1_be028a0d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/spacesuit.jpeg,bin2,fake,['cattle'],5949.0
2710,43200d1e5c86e555_m0jg57_e046de35_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_thunderstorm.jpeg,bin4,fake,['bell pepper'],6211.0
2733,3928a399e08e1758_m02crq1_17c89498_OpenImages_OpenJourney,p2p/OpenImages/SDv4/modern.jpeg,bin5,fake,"['pillow', 'studio couch', 'couch']",6030.0
2760,faf6d30a2f4398af_m07mhn_7bda4aff_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sandy_beach.jpeg,bin2,fake,"['roller skates', 'girl', 'trousers']",8466.0
2774,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_fall_foliage_day.jpeg,bin3,fake,['aircraft'],7337.0
2786,8e164d1a6f6edbf4_m01f91__52f0f8d7_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_a_blue_ceramic_pot.jpeg,bin4,fake,['pretzel'],12223.0
2822,347b0afa5c8808d8_m02zvsm_79cb223f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_the_snow.jpeg,bin5,fake,"['tart', 'strawberry']",5307.0
2833,5855782749c3ed0b_m018xm_2ba4bd8e_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cat.jpeg,bin4,fake,"['billiard table', 'ball (object)']",416.0
2872,5bf182c14ade8c4f_m03k3r_e3181618_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/camera.jpeg,bin2,fake,['horse'],2437.0
2887,05122205d3994c32_m05vtc_77413147_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/at_dusk.jpeg,bin3,fake,['potato'],9716.0
2901,1e74328369e70739_m0hqkz_668d48c1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_lace_details.jpeg,bin3,fake,['grapefruit'],10288.0
2906,3d37a6b6be146c12_m03fwl_c2936328_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin1,fake,['goat'],285.0
2930,925d1489dc88f3f3_m0cdn1_bf4e8ed6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/grass.jpeg,bin4,fake,['hamburger'],7579.0
2940,3df749836e00ec37_m0dbvp_fc31266a_OpenImages_OpenJourney,p2p/OpenImages/SDv4/pet.jpeg,bin1,fake,"['goose', 'swan']",9824.0
2943,c698f4f101a2d16d_m04yqq2_72a66493_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/ceramic.jpeg,bin5,fake,"['bust', 'bronze sculpture']",1444.0
3005,4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_aquarium.jpeg,bin4,fake,['high heels'],2207.0
3010,8440b82a456faf37_m0fszt_59c05034_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/video.jpeg,bin3,fake,['cake'],2440.0
3026,4e9df759ce180a15_m01226z_05483c8a_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/under_a_tree.jpeg,bin1,fake,"['woman', 'football']",3252.0
3035,c861036dc15f8bca_m027pcv_3dde2a0c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/panoramic.jpeg,bin1,fake,['zucchini'],13111.0
3040,bbfe88937357fd71_m02zvsm_035c220f_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/a_zebra.jpeg,bin5,fake,"['tart', 'tomato', 'cheese', 'bread']",548.0
3057,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/cuddling_a_ball_of_rabbits.jpeg,bin5,fake,['flower'],10812.0
3093,fecf91dd4a41cd96_m0ch_cf_703f7f29_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/yellow.jpeg,bin1,fake,"['goldfish', 'fish']",12257.0
3099,3fdfe506da22acaa_m0ch_cf_00434cf6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dimly_lit.jpeg,bin4,fake,['fish'],3.0
3124,43200d1e5c86e555_m0jg57_7a29d137_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/a_salad.jpeg,bin4,fake,['bell pepper'],6211.0
3130,500b6180c0d29747_m02cvgx_1c7b3a13_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/modern.jpeg,bin3,fake,"['winter melon', 'squash (plant)']",11662.0
3131,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_OpenJourney,p2p/OpenImages/SDv4/swimming_pool.jpeg,bin3,fake,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",5407.0
3164,fdc74a42fdd67589_m02vqfm_8d96e07d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_the_early_hours_of_the_day.jpeg,bin5,fake,"['saucer', 'coffee cup', 'coffee (drink)']",7607.0
3186,df6a51c635afe963_m02jvh9_6cff6d88_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/by_the_ocean.jpeg,bin5,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
3192,e3ca083901d78d37_m03fwl_e729982c_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_glow_of_the_moon.jpeg,bin3,fake,"['sheep', 'goat']",9887.0
3195,580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_rain.jpeg,bin5,fake,"['coffee (drink)', 'coffee cup']",5245.0
3233,8440b82a456faf37_m0fszt_d94f42f2_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/delightsful.jpeg,bin1,fake,['cake'],2440.0
3250,8c1d24dcbaeec096_m02zn6n_3fab2915_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_a_thunderstorm.jpeg,bin1,fake,['barrel'],7134.0
3262,a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/and_a_group_of_horses_grazing_in_the_field.jpeg,bin4,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",10051.0
3287,54ba1ec0d85d45b1_m06m11_b51e5de6_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/a_group_of.jpeg,bin4,fake,"['vase', 'rose']",3337.0
3301,b99df92d7b79dec8_m02p5f1q_da5dddc7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin5,fake,"['spoon', 'coffee cup', 'drink']",10446.0
3304,b2a369f311184a17_m06j2d_65d81167_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/beach.jpeg,bin1,fake,"['eagle', 'raven']",4812.0
3306,580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/ornamental.jpeg,bin5,fake,"['coffee (drink)', 'coffee cup']",5245.0
3315,958db65f66dd29ea_m04kkgm_ada101f8_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/disabled.jpeg,bin5,fake,"['coffee cup', 'bowl']",3459.0
3317,c3eed75afb2a6e35_m03q5c7_1fb56a5b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,bin4,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']",12930.0
3338,a7feceea20efd89f_m02fq_6_22e65551_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,bin5,fake,"['cowboy hat', 'sun hat', 'fedora']",2758.0
3356,74b714ee6721e879_m0hf58v5_afef6879_OpenImages_OpenJourney,p2p/OpenImages/SDv4/student.jpeg,bin2,fake,"['luggage and bags', 'girl']",8326.0
3357,5f2c6ffc9d36ed35_m0cdn1_0819a50f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/tall_tower.jpeg,bin3,fake,"['hamburger', 'bread']",109.0
3361,9157d7a27084111b_m03m3pdh_01de6e4a_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/cloudy_day_on_a.jpeg,bin4,fake,"['studio couch', 'sofa bed', 'couch']",3288.0
3363,e6e6865c1f6b8e87_m07j87_58cbe142_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_a_historic_town.jpeg,bin3,fake,"['tomato', 'pizza']",10107.0
3373,a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/narrow.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'otter']",1555.0
3389,500b6180c0d29747_m0dv77_8a9c1ce6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_forests.jpeg,bin2,fake,"['winter melon', 'squash (plant)']",11662.0
3393,70a6c792e498bccc_m026qbn5_3d7adacf_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_stormy_day.jpeg,bin1,fake,"['studio couch', 'loveseat']",3383.0
3407,43200d1e5c86e555_m0jg57_442b2b39_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_snowy_day.jpeg,bin4,fake,['bell pepper'],6211.0
3417,3df749836e00ec37_m0dftk_41ce9862_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/skateboards.jpeg,bin1,fake,"['goose', 'swan']",9824.0
3429,fe1580f27cfe4c67_m0fszt_120c73cc_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/spacious.jpeg,bin3,fake,"['pastry', 'cake']",9365.0
3434,abed8a82f3e24f22_m03q5c7_7f872a60_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/red.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",11322.0
3436,df6a51c635afe963_m04kkgm_55aa5bb9_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/for_a_brainstorming_session.jpeg,bin5,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
3443,eab69fe27b0d1b84_m06bt6_93974b9f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/desert.jpeg,bin5,fake,['reptile'],11167.0
3447,d78ddd3457118747_m07fbm7_91d310d1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/roots.jpeg,bin2,fake,"['jug', 'pitcher (container)', 'strawberry']",10114.0
3465,a29e85514998dff0_m0cyhj__359415f2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/park_near_the_ocean.jpeg,bin2,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",10051.0
3473,faf6d30a2f4398af_m07mhn_7bda4aff_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/thick_coat.jpeg,bin2,fake,"['roller skates', 'girl', 'trousers']",8466.0
3504,da3eaba337a1c0e4_m0jg57_f4d192dd_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/baby.jpeg,bin5,fake,"['tomato', 'bell pepper', 'squash (plant)']",13259.0
3517,da3eaba337a1c0e4_m07j87_29d96653_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_spacecraft.jpeg,bin5,fake,"['tomato', 'bell pepper', 'squash (plant)']",13259.0
3540,55917f4c7f266f73_m0k1tl_319427b1_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/arranged.jpeg,bin3,fake,['pen'],13118.0
3554,c861036dc15f8bca_m027pcv_7bb9332c_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_the_scorching_sun.jpeg,bin2,fake,['zucchini'],13111.0
3559,74b714ee6721e879_m0hf58v5_1ea14f78_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_glare.jpeg,bin2,fake,"['luggage and bags', 'girl']",8326.0
3592,e16d9f29e2462eea_m0jy4k_94e6f699_OpenImages_OpenJourney,p2p/OpenImages/SDv4/boys.jpeg,bin4,fake,"['bagel', 'doughnut']",6442.0
3606,b281c337a69f4e52_m02p0tk3_546fea16_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin5,fake,"['coffee (drink)', 'human body', 'saucer', 'coffee cup', 'tea']",5986.0
3610,5fdedcd2143479b3_m02p5f1q_b6d40b99_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/a_dollop_of_caramel.jpeg,bin3,fake,"['saucer', 'coffee cup', 'bread']",3598.0
3647,fecf91dd4a41cd96_m0ch_cf_93a1ce5e_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/colorful.jpeg,bin1,fake,"['goldfish', 'fish']",12257.0
3656,925d1489dc88f3f3_m0cdn1_bf4e8ed6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/handwritten_notebook.jpeg,bin4,fake,['hamburger'],7579.0
3658,802539e8caa1611d_m0k4j_bec290b3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_all_the_lights_on.jpeg,bin3,fake,"['car', 'vehicle registration plate']",10818.0
3661,d19f33c0904d6776_m083wq_19f888ca_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_stone_mantelpiece_in_a_cabin.jpeg,bin2,fake,"['wheel', 'bus']",2750.0
3667,94e41c296bd7ffb3_m04ylt_e453696b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/driveway.jpeg,bin2,fake,"['missile', 'rocket']",3568.0
3680,dc012ea9e1406bfa_m02jfl0_8ea79b20_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_wind.jpeg,bin3,fake,"['sun hat', 'horse', 'sombrero']",9063.0
3681,9157d7a27084111b_m02crq1_34c7238e_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_clear_day.jpeg,bin4,fake,"['studio couch', 'sofa bed', 'couch']",3288.0
3685,fecf91dd4a41cd96_m0ch_cf_4149cf67_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_a_professional_match.jpeg,bin2,fake,"['goldfish', 'fish']",12257.0
3690,31c66704f5623e96_m01xq0k1_470300eb_OpenImages_OpenJourney,p2p/OpenImages/SDv4/deserted_island_beach.jpeg,bin5,fake,"['cattle', 'bull']",5819.0
3719,4211b2a300991531_m0cmf2_24614f5b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/sitting_on_a_bench.jpeg,bin4,fake,['fixed-wing aircraft'],7914.0
3736,2646412c48fa2d2f_m015wgc_3fdf6526_OpenImages_StableDiffusion_XL,"p2p/ADE20K/OJ/piecece______++
.jpeg",bin3,fake,['croissant'],4216.0
3748,3fc30c8644f09b0f_m07r04_ede98599_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/blurry.jpeg,bin5,fake,"['truck', 'van', 'ambulance']",7375.0
3749,97bd4d44d3eba27d_m01bqk0_e7019351_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/purple_fishtail.jpeg,bin3,fake,"['man', 'bicycle wheel']",2876.0
3762,2dd63a5811653e8d_m05kyg__8c49788e_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/gaming_system.jpeg,bin2,fake,"['washing machine', 'chest of drawers']",4507.0
3764,dbc3c0da2f3d57d8_m09f20_1a694fe4_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/next_to_a_building_during_a_snowstorm.jpeg,bin2,fake,['hippopotamus'],11881.0
3765,35abdcbd62e7f8a4_m09j2d_92fb90d1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/hot_air_ballooning_over.jpeg,bin3,fake,['clothing'],2439.0
3771,abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_elderly.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",11322.0
3798,e1ddd4103569fbab_m0gd36_640da9fb_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_a_minimalist_studio.jpeg,bin5,fake,"['harbor seal', 'sea lion', 'carnivore']",4760.0
3808,ebb9a47f006b7d49_m02p5f1q_9d18e4aa_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/foggy_day.jpeg,bin3,fake,"['saucer', 'coffee cup', 'tea', 'coffee (drink)']",12302.0
3822,500b6180c0d29747_m0dv77_5553a103_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/equestrians.jpeg,bin4,fake,"['winter melon', 'squash (plant)']",11662.0
3861,6a951ffda4eb0a0b_m0c29q_aaa1beaf_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/hailstones_hammering_against_the_bike.jpeg,bin4,fake,"['leopard', 'cheetah', 'jaguar (animal)']",7342.0
